clob_token_ids                                                                                                                                                           , cosine_similarity
"[""32498176592183521901175008032097809808908848921141945570289489900415454617452"",""79985316868987169459058435056355705563488808481067503165033231805786693497113""]"  , 0.9052949503949832
"[""40665633606709507818200157903234945520464176582276780203109753417850339432944"",""87718316982931118828302301206171346682562326055193017984523010156000104362999""]"  , 0.3598051231672803
"[""97096867818443035903034754988462815062031529438411423419311569171727062403843"",""30869742297179083428012707484384437703593546222543985526270039534110770287512""]"  , 0.9999999999999998
"[""80356668857441368118108132832730890073741532249823143975204879916422400139391"",""32952558131634392114901415289004721408814629628880764173116638525192728578959""]"  , 0.9999999999999996
"[""66410765135160915376124046986241081497451635207255295727450487710647443755656"",""71507489810831224659628699646401718111458379764689381938639906090494552368132""]"  , 1.0
"[""20760943051515318732025081852411257793444051370439316571328184813806489244380"",""75634531323620368261137744912110524040088627210061012336286931131040513076299""]"  , 1.0
"[""95445253825760928229249449988904037268822895493615656805098352422989620830732"",""38256557256947093434299632308476679680224484241129949820688330118229171403583""]"  , 0.9999999999999996
"[""65176599937650721299696179144517618396201227982573075840784084320548883939839"",""69189293990093877499781539428787558304432717770680984246250758292934935219655""]"  , 1.0
"[""39294041408649228622519512077753603170881777376666450205420345684489133182896"",""47547112421398009569089109327032218270135351033215000982952153762539386367386""]"  , 1.0
"[""114389892276986777390169622876961681188287073097366356920997884668934368218912"",""21726146216511001319294836921698021092137176122141202423507352029187136365061""]" , 1.0
"[""72907698574398759260431815899238676550888936370587241192708647482482617481574"",""100055271678531497682323882150727469575817515923352148012140017683041582906974""]" , 1.0
"[""6510652978315860108097081410753117787005659098757142167154901287093973786429"",""1864425657783770733776531166636112270753685962669816826318288465899739883447""]"    , 1.0
"[""84611466579628440503621590191300313871167455766626696912207340296631600913685"",""83922808040961565362973871506491278312504648389240129226172076430078657923562""]"  , 1.0
"[""65193234666628291664907888364936366210889305490897648116746073820519263548476"",""28290293140018107764072370767749010110409017615323596573647425138985988593200""]"  , 1.0
"[""54688507565884542490190759171719899637342914252863057837926715255559077706253"",""11860607772349332991076953711276491732463246158502547301609855788223626456599""]"  , 1.0
"[""110884561568299698460551977852169332756450294345019257864587852438060900499251"",""43657246144121396803720838555832481461017693669899677632500878505194847879265""]" , 1.0
"[""30767812841387255642892182147223249245545002662653079696958384408588201824258"",""40302938956091099752849867077837976978448552504757012372843872340644441002059""]"  , 1.0
"[""11019686559003253359318459636510036787281809199165975947920974072245914352862"",""58879299945592013948525261328444396601397408171613924748929269227017026499887""]"  , 1.0
"[""75028752776148090296091099469912621384650554615761384992997579209329182670110"",""93005850938352995663334573245996733794924636935158112548608169054144721737755""]"  , 0.7321206494057405
"[""109957996743505691653859282256585186992725650936429999982119927701494880273493"",""37648531592945889337991467548024111243126995940431591609411093035274497826158""]" , 1.0
"[""65274716106019413477699286898597114333839778130128946729895218330790368634313"",""115238306324057659908007411992067152657778527017285485512880999127839887345664""]" , 1.0
"[""70330289910289482947500552329239631243217743405989566235363009559003186613185"",""39832345793248976523798238159764132224634851443586905578581755446981799081973""]"  , 1.0
"[""8799733384117270644308446836504786888077458680049108672041034422606772866692"",""63219972460424453275123292676576193287111950324837508107700474461341446516543""]"   , 1.0
"[""17333608555525148610440248246008960181419650862484420147053406668551995476200"",""2378443661973698489161597632278282279509190785393472387989852170736912701257""]"   , 1.0
"[""26551857838106033209754434320738360616185143804560723280564657126292397390435"",""77268887245342722796246655682282618579087539376942038636065717992393192258745""]"  , 1.0
"[""4967708257163681832448511864716346439221552679903650167604610921301534072085"",""61183036187266901076566216037040529205982994233087946159493633598228848402370""]"   , 1.0
"[""56793411412095439357142455872064748763875120848546174892494403125735293899689"",""70766809955183791849451377453727549735992073913343310089138699570691540241115""]"  , 1.0
"[""107539202340877119230010175790002442498773430172567215078577650514491829704739"",""27375857331025660627150009744052261821616427418139933153695339073171092778221""]" , 1.0
"[""88759231579811298230355316189804381120484418656658360515310785123085001585612"",""75500695373699920413609297070733390569171407543901716290681909785509188714459""]"  , 1.0
"[""73497428712381752316397316343508163824232370161920219559733101080600368627622"",""51983933609313356677789357231949852753641483564855570179491384053461109659711""]"  , 1.0
"[""3993485953689119847892077779266048080001336174975184793891615959804633893598"",""20060274390158259406223477716715734366526199367448970284253152768384614251668""]"   , 1.0
"[""38627353865158916771246396301318018289882387507813520018568971784924051691204"",""46174912033848255613286989970509951780246973174559107473852381995587379367034""]"  , 1.0
"[""73478868706545332734890728556697922612475652037341291772964857055681237504414"",""17244673602243272230061739355658927616117748676299130055010914642478783029765""]"  , 1.0
"[""107570815672572544432221760776796584235742149697940206543418246193749090047135"",""32099393643855393490438387452511798113981379906019543966613873957955164893085""]" , 1.0
"[""41955250905616336079505580692418044494427044870370638704044691026769227681855"",""60361889912821639577505793947793242859301826527647201637963271762047968276340""]"  , 0.9999999999999999
"[""62654250471469316786652005079288249381388557812858358424346614332813575512816"",""72447797309979375504003123688793700882972929483087087936750974570494548106430""]"  , 1.0
"[""113369140136913812777925497644561662667789653912765877043929720445901767848122"",""85467679028197532287128360159828743243379157810773026071193309107969652317045""]" , 1.0
"[""63149403073928211890844841868361708990331353150804831882114276975252031214656"",""87528913053522501048749446605646222127999765893905568199883777953288580503567""]"  , 1.0
"[""1582298976410585403069729422280265608038484032857579102122167925665102997608"",""32592218374784909301050372254273467546998719384564620545871759434640468645973""]"   , 1.0
"[""75665317756971232401732022054678279748154632967705732846841215435558615055352"",""58983570136035430006949575067833187006601843982035390064418024195691336080349""]"  , 1.0
"[""111803189967461986329215432128898000701874058405628301712422758141213653452479"",""48123308101524452666134421526726361469113858451786831367632481270457773825485""]" , 1.0
"[""29455387503378521596655363202472690523264034305839614092219978126460698077292"",""85386426828893507667820125812976950830988126771440551851097551703816085198373""]"  , 1.0
"[""94875946464675423884130325386160780643700405836293220656461706334645896455366"",""108510291303381112309789037030799087127835140478383405696859849153480826151427""]" , 1.0
"[""95897175964212225543079629490956449991629437051611424363634426792761612324748"",""78814142720617798581467164102827944418481589432426646287101887073588423457947""]"  , 1.0
"[""79707959409561160450631341105379411097681603233834720091253790066681875002286"",""25022339457864620543782953556688028806929605229363938383114167334297269516615""]"  , 1.0
"[""113922994904358264154196851530550048809267474104601717971767540861295744886472"",""55949456778508879769410504350328611024275750215263321690218112486947826979251""]" , 1.0
"[""56989855645298977701453733182615478703798314993235981440431430914350166093775"",""84793769375070324457496679520127854566459389791161493692251847008438059108713""]"  , 1.0
"[""108626118594596098019183371951480553351249933254955798551962919540651665315667"",""85648934674275366578784745758377178038405491866233292447315000525474088523076""]" , 1.0
"[""99594403701846060800272016477042577660925144430234844084842493343196594883871"",""23138161947508983825655793805826959271202080813766805525668324898316281124159""]"  , 1.0
"[""63315006799987541172494720292606178190134795030616402753582421097637983113663"",""7461605161594389894053139099860293989834622380770383243414424980358294175053""]"   , 1.0
"[""42402308029016124347895143741131865405545287964515956976388646519239268212820"",""89780200033286393960402348127254904888040563985549458687412180250504322142863""]"  , 1.0
"[""56322446606995357569869153548340721814976541167502321249561085229711588847894"",""21222823103124518715020404079624607288983344703620766079791931317508920928106""]"  , 1.0
